TAXONOMIC_CODE,ALPHA_3_CODE,SCIENTIFIC_NAME,NAME.EN,NAME.FR,NAME.ES,EBXID,AUTHOR
12105011XX,SHZ,Alosa spp,Shads nei,Aloses nca,Sábalos nep,2887,
1210501203,SAG,Sardinella gibbosa,Goldstripe sardinella,Sardinelle dorée,Sardinela dorada,2085,(Bleeker 1849)
1210501204,IOS,Sardinella longiceps,Indian oil sardine,Sardinelle indienne,Sardinela aceitera,2086,Valenciennes 1847
1210501210,SAA,Sardinella aurita,Round sardinella,Allache,Alacha,2088,Valenciennes 1847
1210501217,SAE,Sardinella maderensis,Madeiran sardinella,Grande allache,Machuelo,2089,(Lowe 1838)
1210501222,JSS,Sardinella zunasi,Japanese sardinella,Sardinelle japonaise,Sardinela del Japón,2891,(Bleeker 1854)
1210501223,SAM,Sardinella lemuru,Bali sardinella,Sardinelle de Bali,Sardinela de Balí,2892,Bleeker 1853
1210501224,BSR,Sardinella brasiliensis,Brazilian sardinella,Sardinelle de Brésil,Sardinela del Brasil,2090,(Steindachner 1879)
12105012XX,SIX,Sardinella spp,Sardinellas nei,Sardinelles nca,Sardinelas nep,2084,
1210501301,JAP,Sardinops melanostictus,Japanese pilchard,Pilchard du Japon,Sardina japonesa,2893,(Temminck & Schlegel 1846)
1210501302,CPI,Sardinops caeruleus,California pilchard,Pilchard de Californie,Sardina monterrey,2894,(Girard 1854)
1210501303,CHP,Sardinops sagax,South American pilchard,Pilchard sudaméricain,Sardina sudamericana,2091,de Buen 1958
1210501305,PIA,Sardinops ocellatus,Southern African pilchard,Pilchard de l'Afrique australe,Sardina de Africa austral,2895,(Pappe 1853)
1210501309,SRP,Sardinops neopilchardus,Australian pilchard,,,3651,(Steindachner 1879)
12105014XX,ASP,Caspialosa spp,Caspian shads,Aloses de la mer Caspienne,Sábalos del Mar Caspio,2896,
1210501601,SIA,Stolothrissa tanganicae,Lake Tanganyika sprat,,,15484,Regan 1917
1210501801,SHG,Dorosoma cepedianum,American gizzard shad,Alose noyer,Sábalo molleja,2092,(Lesueur 1818)
1210501802,CDA,Dorosoma petenense,Threadfin shad,,,11936,(Günther 1867)
12105018XX,DQX,Dorosoma spp,Gizzard shad nei,,Topotes nep,19116,
1210502301,CHG,Anodontostoma chacunda,Chacunda gizzard shad,Alose chaconde,Sábalo chacunda,2897,(Hamilton 1822)
1210502401,MHS,Brevoortia aurea,Brazilian menhaden,Menhaden du Brésil,Savela,2093,(Spix & Agassiz 1829)
1210502402,MHP,Brevoortia pectinata,Argentine menhaden,Menhaden d'Argentine,Lacha,2898,(Jenyns 1842)
1210502403,MHA,Brevoortia tyrannus,Atlantic menhaden,Menhaden tyran,Lacha tirana,2094,(Latrobe 1802)
1210502404,MHG,Brevoortia patronus,Gulf menhaden,Menhaden écailleux,Lacha escamuda,2899,Goode 1878
1210502901,RAS,Dussumieria acuta,Rainbow sardine,Sardine arc-en-ciel,Sardina arco iris,2900,Valenciennes 1847
1210502902,RAL,Dussumieria elopsoides,Slender rainbow sardine,Sardine arc-en-ciel gracile,Sardina arco iris grácil,2901,Bleeker 1849
1210503002,BOA,Ethmalosa fimbriata,Bonga shad,Ethmalose d'Afrique,Sábalo africano,2095,(Bowdich 1825)
1210503101,RRH,Etrumeus teres,Red-eye round herring,Shadine ronde,Sardineta canalera,2902,(DeKay 1842)
1210503104,WRR,Etrumeus whiteheadi,Whitehead's round herring,Shadine de Angola,Sardina angoleña,2096,Wongratana 1983
1210503307,HCT,Harengula thrissina,Pacific flatiron herring,Harengule du Pacifique,Sardineta plumilla,12563,(Jordan & Gilbert 1882)
12105033XX,SAS,Harengula spp,Scaled sardines,Harengules,Sardinetas,2903,
1210503405,HIX,Hilsa kelee,Kelee shad,Alose palli,Sábalo chandano,2097,(Cuvier 1829)
1210503801,HIL,Tenualosa ilisha,Hilsa shad,Alose hilsa,Sábalo hilsa,2904,(Hamilton 1822)
1210503804,TOL,Tenualosa toli,Toli shad,Alose toli,Sábalo toli,2905,(Valenciennes 1847)
1210504001,CNS,Nematalosa nasus,Bloch's gizzard shad,Chardin gros nez,Machuelo narigón,13689,(Bloch 1795)
1210504201,THP,Opisthonema libertate,Pacific thread herring,Chardin du Pacifique,Machuelo hebra pinchagua,2906,(Günther 1867)
1210504202,THA,Opisthonema oglinum,Atlantic thread herring,Chardin fil,Machuelo hebra atlántico,2907,(Lesueur 1818)
1210504901,SRH,Spratelloides gracilis,Silver-stripe round herring,Hareng gracile,Arenquillo de banda,2100,(Temminck & Schlegel 1846)
1210505803,DAS,Clupanodon thrissa,Chinese gizzard shad,Alose à museau court,Alosa chata,2909,(Linnaeus 1758)
1210505901,CLA,Clupeonella cultriventris,Black and Caspian Sea sprat,Clupeonelle,Espadín del Mar Negro y Caspio,2101,(Nordmann 1840)
1210506001,DOD,Konosirus punctatus,Dotted gizzard shad,Alose tachetée,Alosa manchada,2908,(Temminck & Schlegel 1846)
1210506302,LCS,Lile stolifera,Pacific piquitinga,Harengule piquitinge Pacifique,Sardineta piquitinga pelada,13193,(Jordan & Gilbert 1882)
1210506401,PIL,Sardina pilchardus,European pilchard(=Sardine),Sardine commune,Sardina europea,2910,(Walbaum 1792)
1210506601,SPR,Sprattus sprattus,European sprat,Sprat,Espadín,2102,(Linnaeus 1758)
1210506602,FAS,Sprattus fuegensis,Falkland sprat,Sprat des îles Falkland,Espadín de las Malvinas,2911,(Jenyns 1842)
1210506702,MES,Ethmidium maculatum,Pacific menhaden,Menhaden du Pacifique,Machete,2103,(Valenciennes 1847)
1210507201,HES,Herklotsichthys quadrimaculat.,Bluestripe herring,Hareng à bande bleue,Arenque banda azul,2912,(Rüppell 1837)
1210507601,LTM,Limnothrissa miodon,Lake Tanganyika sardine,,,2104,(Boulenger 1906)
1210507801,CKI,Strangomera bentincki,Araucanian herring,Hareng araucian,Sardina araucana,2913,(Norman 1936)
12105XXXXX,CLP,Clupeidae,"Herrings, sardines nei","Harengs, sardines nca","Arenques, sardinas nep",2885,
12105XXXXX033,DAG,"Stolothrissa, Limnothrissa spp",Dagaas (=Kapenta),Dagaas (=Kapenta),Dagaas (=Kapenta),2077,
1210600201,ANE,Engraulis encrasicolus,European anchovy,Anchois,Boquerón,2106,(Linnaeus 1758)
1210600202,JAN,Engraulis japonicus,Japanese anchovy,Anchois japonais,Anchoíta japonesa,2915,Temminck & Schlegel 1846
1210600206,ANA,Engraulis anchoita,Argentine anchovy,Anchois d'Argentine,Anchoíta,2916,Hubbs & Marini 1935
1210600207,NPA,Engraulis mordax,Californian anchovy,Anchois de Californie,Anchoa de California,2107,Girard 1854
1210600208,VET,Engraulis ringens,Anchoveta(=Peruvian anchovy),Anchois du Pérou,Anchoveta,2917,Jenyns 1842
1210600212,ANC,Engraulis capensis,Southern African anchovy,Anchois de l'Afrique australe,Anchoa de Africa austral,2919,Gilchrist 1913
1210600703,STL,Encrasicholina punctifer,Buccaneer anchovy,Anchois boucanier,Boquerón bucanero,12023,Fowler 1938
1210601501,AVA,Cetengraulis edentulus,Atlantic anchoveta,Anchois queue jaune,Anchoveta rabo amarillo,2108,(Cuvier 1829)
1210601503,VEP,Cetengraulis mysticetus,Pacific anchoveta,Anchois chuchueco,Anchoveta chuchueco,2920,(Günther 1867)
1210602003,EAM,Anchoa marinii,Marini's anchovy,,Aliche,10382,Hildebrand 1943
1210602005,EAN,Anchoa nasus,Longnose anchovy,Anchois samase,Anchoa samasa,10383,(Kner & Steindachner 1867)
1210602011,ENP,Anchoa hepsetus,Broad-striped anchovy,Anchois rayé,Anchoa legítima,2918,(Linnaeus 1758)
1210603804,ANR,Lycengraulis grossidens,Atlantic sabretooth anchovy,Anchois goulard,Anchoa dentona,2922,(Agassiz 1829)
12106050XX,STO,Stolephorus spp,Stolephorus anchovies nei,Anchois Stolephorus nca,Boquerones Stolephorus nep,2110,
12106XXXXX,ANX,Engraulidae,"Anchovies, etc. nei","Anchois, etc. nca","Anchoas, etc. nep",2105,
1211100201,DOB,Chirocentrus dorab,Dorab wolf-herring,Chirocentre dorab,Arencón dorab,2113,(Forsskål 1775)
1211100202,CNU,Chirocentrus nudus,Whitefin wolf-herring,Chirocentre sabre,Arencón de aleta blanca,11354,(Swainson 1839)
12111002XX,DOS,Chirocentrus spp,Wolf-herrings nei,Chirocentres nca,Arencones nep,2926,
1211200103,EIL,Ilisha elongata,Elongate ilisha,Alose gracile,Sardineta grácil,2924,(Bennett 1830)
1211200112,ILI,Ilisha africana,West African ilisha,Alose rasoir,Sardineta africana,2112,(Bloch 1795)
1211200302,PEQ,Pellona flavipinnis,Yellowfin river pellona,Alose-écaille fluviale,Sardinata de río,14236,(Valenciennes 1836)
1211200303,PEO,Pellona ditchela,Indian pellona,Alose-écaille indienne,Sardineta índica,2925,Valenciennes 1847
121XXXXXXX019,DCX,Clupeoidei,Diadromous clupeoids nei,Clupéoidés diadromes nca,Clupeoideos diádromos nep,2881,
121XXXXXXX020,CLU,Clupeoidei,Clupeoids nei,Clupéoidés nca,Clupeoideos nep,2073,
1220200101,MIL,Chanos chanos,Milkfish,Chano,Chano,2114,(Forsskål 1775)
1230100401,SAL,Salmo salar,Atlantic salmon,Saumon de l'Atlantique,Salmón del Atlántico,2929,Linnaeus 1758
1230100402,TRS,Salmo trutta,Sea trout,Truite de mer,Trucha marina,2115,Berg 1908
1230100406,SFI,Salmo ischchan,Sevan trout,,,15059,Kessler 1877
12301004XX,TRO,Salmo spp,Trouts nei,Truites nca,Truchas nep,2928,
1230100801,SVS,Salvethymus svetovidovi,Long-finned charr,,,15069,Chereshnev & Skopets 1990
1230100901,ONA,Oncorhynchus aguabonita,Golden trout,Truite dorée,,16074,(Jordan 1892)
1230100902,PIN,Oncorhynchus gorbuscha,Pink(=Humpback) salmon,Saumon rose,Salmón rosado,2116,(Walbaum 1792)
1230100903,CHU,Oncorhynchus keta,Chum(=Keta=Dog) salmon,Saumon chien,Keta,2931,(Walbaum 1792)
1230100905,CHE,Oncorhynchus masou,Masu(=Cherry) salmon,Saumon du Japon,Salmón japonés,2932,(Jordan & Oshima 1919)
1230100906,SOC,Oncorhynchus nerka,Sockeye(=Red) salmon,Saumon rouge,Salmón rojo,2117,(Walbaum 1792)
1230100907,CHI,Oncorhynchus tshawytscha,Chinook(=Spring=King) salmon,Saumon royal,Salmón real,2933,(Walbaum 1792)
1230100908,COH,Oncorhynchus kisutch,Coho(=Silver) salmon,Saumon argenté,Salmón plateado,2118,(Walbaum 1792)
1230100909,TRR,Oncorhynchus mykiss,Rainbow trout,Truite arc-en-ciel,Trucha arco iris,2934,(Walbaum 1792)
12301009XX,ORC,Oncorhynchus spp,Pacific salmons nei,Saumons du Pacifique nca,Salmones del Pacífico nep,2930,
1230101002,SVF,Salvelinus fontinalis,Brook trout,Saumon de fontaine,Trucha de arroyo,2935,(Mitchill 1814)
1230101005,ACH,Salvelinus alpinus,Arctic char,Omble-chevalier,Trucha alpina,2120,(Linnaeus 1758)
1230101007,LAT,Salvelinus namaycush,Lake trout(=Char),Touladi(=Omble du Canada),Trucha lacustre,2121,(Walbaum 1792)
12301010XX,CHR,Salvelinus spp,Chars nei,Ombles nca,Salvelinos nep,2119,
1230102002,HUC,Hucho hucho,Huchen,Huchon,Salmón del Danubio,12757,(Linnaeus 1758)
12301XXXXX,SLZ,Salmonidae,Salmonids nei,,,16077,
1230200501,TLV,Thymallus thymallus,Grayling,Ombre commun,Tímalo,2122,(Linnaeus 1758)
1230301601,PCA,Plecoglossus altivelis,Ayu sweetfish,Ayu,Ayu,2124,(Temminck & Schlegel 1846)
1230400201,CAP,Mallotus villosus,Capelin,Capelan,Capelán,2126,(Müller 1776)
1230400301,SME,Osmerus eperlanus,European smelt,Éperlan européen,Eperlano europeo,2127,(Linnaeus 1758)
1230400303,SMR,Osmerus mordax,Rainbow smelt,Éperlan arc-en-ciel,Eperlano arco iris,2128,Steindachner & Kner 1870
1230400801,PSM,Hypomesus olidus,Pond smelt,Éperlan à petite bouche,Eperlano de estanque,2129,(Pallas 1814)
1230400802,SUS,Hypomesus pretiosus,Surf smelt,Éperlan du Pacifique,Eperlano del Pacífico,2937,(Brevoort 1856)
1230400803,HVJ,Hypomesus nipponensis,Japanese smelt,,,19145,McAllister 1963
1230401201,EUL,Thaleichthys pacificus,Eulachon,Eulakane,,2130,(Richardson 1836)
12304XXXXX030,SMX,"Osmerus spp, Hypomesus spp",Smelts nei,Éperlans nca,Eperlanos nep,2125,
1230501503,ARU,Argentina silus,Greater argentine,Grande argentine,,10536,(Ascanius 1775)
1230501504,ARY,Argentina sphyraena,Argentine,Petite argentine,Pez plata,10537,Linnaeus 1758
12305015XX,ARG,Argentina spp,Argentines,Argentines,Argentinas,2131,
1230502901,DES,Glossanodon semifasciatus,Deep-sea smelt,Argentina du Pacifique,Argentina del Pacífico,2938,(Kishinouye 1904)
1230900201,PRS,Protosalanx hyalocranius,Clearhead icefish,,,14613,(Abbott 1901)
1230902502,SZM,Salangichthys microdon,Japanese icefish,,,19146,(Bleeker 1860)
1231200101,FVE,Coregonus albula,Vendace,Corégone blanc,Corégono blanco,2939,(Linnaeus 1758)
1231200102,PLN,Coregonus lavaretus,European whitefish,Corégone lavaret,Lavareto,2940,Dybowski 1874
1231200103,HOU,Coregonus oxyrinchus,Houting,Bondelle,Corégono picudo,2133,(Linnaeus 1758)
1231200112,WHL,Coregonus clupeaformis,Lake(=Common) whitefish,Corégone de lac,Coregono de lago,2941,(Mitchill 1818)
1231200113,CIS,Coregonus artedi,Lake cisco,Cisco de lac,Coregono de artedi,2134,Lesueur 1818
1231200127,CIJ,Coregonus peled,Peled,,,11545,(Gmelin 1789)
12312001XX,WHF,Coregonus spp,Whitefishes nei,Corégones nca,Coregonos nep,2132,
1231202102,PCY,Prosopium cylindraceum,Round whitefish,,,14598,(Pennant 1784)
1231400701,ALC,Alepocephalus bairdii,Baird's slickhead,Alépocéphale de Baird,Talismán celindra,2923,Goode & Bean 1879
12314007XX,ALH,Alepocephalus spp,Slickheads nei,,Talismanes,2111,
123XXXXXXX,SLX,Salmonoidei,Salmonoids nei,Salmonoidés nca,Salmonoideos nep,2927,
1240300101,FPI,Esox lucius,Northern pike,Brochet du Nord,Lucio,2942,Linnaeus 1758
1250203001,MAV,Maurolicus muelleri,Silvery lightfish,,,2138,(Gmelin 1789)
1250300801,BRT,Borostomias antarcticus,Snaggletooth,,,10906,(Lönnberg 1905)
1280100101,ARP,Arapaima gigas,Arapaima,Pirarucu,Paiche,2945,(Schinz 1822)
1280100201,OOB,Osteoglossum bicirrhosum,Arawana,,,13994,(Cuvier 1829)
1280100302,OHB,Scleropages formosus,Asian bonytongue,Scléropage d'Asie,Pez lengüihueso malayo,19137,Müller & Schlegel 1844
1280100401,HTN,Heterotis niloticus,African bonytongue,,,2141,(Cuvier 1829)
1280200201,NCC,Chitala chitala,Clown knifefish,,,11364,(Hamilton 1822)
1280200202,NCG,Chitala lopis,Giant featherback,,,19040,(Bleeker 1851)
1280200302,ONN,Notopterus notopterus,Bronze featherback,,,13817,(Pallas 1769)
12802003XX,FKN,Notopterus spp,Knifefishes,,,2139,
1280200401,ONP,Papyrocranus afer,Reticulate knifefish,,,14054,(Günther 1868)
12806XXXXX,OEY,Mormyridae,Elephantsnout fishes nei,,,18781,
1280700101,OGN,Gymnarchus niloticus,Aba,,,12441,Cuvier 1829
1290100301,CEW,Elops hawaiensis,Hawaiian ladyfish,,,12003,Regan 1909
1290100302,LAD,Elops saurus,Ladyfish,Guinée-machète,Malacho,2074,Linnaeus 1766
1290100304,CEC,Elops lacerta,West African ladyfish,Guinée d'Afrique occidentale,Malacho de Africa occidental,12004,Valenciennes 1847
1290100305,CEG,Elops senegalensis,Senegalese ladyfish,Guinée du Sénégal,Malacho senegalés,12006,Regan 1909
12901003XX,JZX,Elops spp,Ladyfishes nei,,Malachos nep,20132,
1290200401,TAR,Megalops atlanticus,Tarpon,Tarpon argenté,Tarpón,2075,Valenciennes 1847
1290200402,TAI,Megalops cyprinoides,Indo-Pacific tarpon,Tarpon indo-pacifique,Tarpón del Indo-Pacífico,2882,(Broussonet 1782)
1300100501,BOF,Albula vulpes,Bonefish,Banane de mer,Macabí,2076,(Linnaeus 1758)
1300100601,BNF,Pterothrissus belloci,Longfin bonefish,Banane gisu,Macabí badejo,2884,Cadenat 1937
1310702201,ALX,Alepisaurus ferox,Long snouted lancetfish,Lancier longnez,Lanzón picudo,10272,Lowe 1833
1311002001,ANP,Anotopterus pharao,Daggertooth,Pharaon,,10430,Zugmayer 1911
1311100701,MNL,Magnisudis atlantica,Duckbill barracudina,,,13345,(Krøyer 1868)
13111008XX,NOE,Notolepis spp,Barracudinas nei,Barracudines nca,Barracudinas nep,18611,
1311201002,CVW,Chlorophthalmus agassizi,Shortnose greeneye,Eperlan du large,Ojiverde,19505,Bonaparte 1840
13112XXXXX,GRE,Chlorophthalmidae,Greeneyes,Verdyeux,Ojiverdes,2145,
1311600102,BUC,Harpadon nehereus,Bombay-duck,Scopelidé,Bumalo,2949,(Hamilton 1822)
1311601003,SDR,Synodus saurus,Atlantic lizardfish,,,15569,(Linnaeus 1758)
1311606801,LIG,Saurida tumbil,Greater lizardfish,Anoli tumbil,Lagarto tumbil,2984,(Bloch 1795)
1311606804,LIB,Saurida undosquamis,Brushtooth lizardfish,Anoli à grandes écailles,Lagarto escamoso,2985,(Richardson 1848)
13116XXXXX,LIX,Synodontidae,Lizardfishes nei,Anolis nca,Lagartos nep,2199,
1320800301,MCD,Ceratoscopelus maderensis,Madeira lantern fish,Lanterne de Madère,Carpintero,11229,(Lowe 1839)
1320801601,LAN,Lampanyctodes hectoris,Hector's lanternfish,Lanternule de Hector,Linternillas de Hector,2142,(Günther 1876)
1320801715,LAC,Lampanyctus achirus,Lantern fish,Lanternule-gueulue manchot,Pez linterna,13036,Andriashev 1962
1320802401,BHG,Benthosema glaciale,Glacier lantern fish,Lanterne glaciaire,Linterna oscura,10866,(Reinhardt 1837)
1320802403,BHQ,Benthosema pterotum,Skinnycheek lanternfish,,,3656,(Alcock 1890)
1320803002,ELC,Electrona carlsbergi,Electron subantarctic,Lanternule de Carlsberg,,2948,(Tåning 1932)
13208031XX,LAX,Notoscopelus spp,Patchwork lampfishes,,,2143,
1320803201,GYN,Gymnoscopelus nicholsi,Nichol's lanternfish,,,2144,(Gilbert 1911)
13208XXXXX,LXX,Myctophidae,Lanternfishes nei,Lanternules nca,Peces linterna nep,2947,
1380100901,AXF,Astyanax fasciatus,Banded astyanax,,Colirroja,10625,(Cuvier 1819)
1380101305,BZH,Brycon amazonicus,,,Bocón,6819,(Spix & Agassiz 1829)
1380101307,BNC,Brycon cephalus,,,Sábalo cola roja,10970,(Günther 1869)
1380101315,BXN,Brycon hilarii,,,,6818,(Valenciennes 1850)
1380101319,BNM,Brycon melanopterus,,,,10975,(Cope 1872)
1380101320,BNV,Brycon guatemalensis,Machaca,,Machaca,19056,Regan 1908
1380101324,BNO,Brycon orbignyanus,,,,10977,(Valenciennes 1850)
1380101328,BVD,Brycon dentex,,,Dama,19225,Günther 1860
1380101330,BCM,Brycon moorei,Dorada,,,2148,Steindachner 1878
13801013XX,BXH,Brycon spp,,,,6810,
1380102203,MLD,Mylossoma duriventre,Silver mylossoma,,Palometa,13604,(Cuvier 1818)
1380102304,SXU,Salminus brasiliensis,Dorado,,Pirayú,15055,(Cuvier 1816)
1380102803,PYE,Pygocentrus nattereri,Red piranha,,,14776,Kner 1858
13801030XX,RRX,Serrasalmus spp,Piranhas nei,Piranhas nca,Pirañas nep,6785,
1380104605,CSM,Colossoma macropomum,Cachama,,Cachama,2149,(Cuvier 1816)
1380107601,CSD,Piaractus brachypomus,Pirapatinga,,Cachama blanca,2150,(Cuvier 1817)
1380107602,CSO,Piaractus mesopotamicus,Pacu,,Paco,2151,(Holmberg 1891)
1380112301,TPU,Triportheus angulatus,,,,15834,(Spix & Agassiz 1829)
13801XXXXX,CHA,Characidae,Characins nei,Characinidés nca,Carácidos nep,2950,
13801XXXXX001,TXY,P. mesopotamicus x C. macropomum,"Tambacu, hybrid",,"Pacotana, híbrido",19261,
13801XXXXX005,TXZ,C. macropomum x P. brachypomus,"Tambatinga, hybrid",,,6823,
1380400401,LPU,Leporellus vittatus,,,,13121,(Valenciennes 1850)
1380400501,OIA,Anostomoides laticeps,,,,10428,(Eigenmann 1912)
1380401104,LPB,Leporinus obtusidens,,,Bogón,13125,(Valenciennes 1836)
13804011XX,LXZ,Leporinus spp,,,,6799,
1380401202,SZF,Schizodon fasciatus,,,,15123,Spix & Agassiz 1829
13805006XX,HZZ,Hemiodus spp,,,,6776,
13806006XX,CIV,Citharinus spp,Citharinus nei,Citharinus nep,Citharinus nca,18710,
1380801701,HOA,Hoplias aimara,,,,12738,(Valenciennes 1847)
1380801702,HWM,Hoplias microlepis,,,Guanchiche,19224,(Günther 1864)
1380801703,HWU,Hoplias malabaricus,Trahira,,Tararira,6820,(Bloch 1794)
13808017XX,HVW,Hoplias spp,,,,6803,
1380802601,HPU,Hoplerythrinus unitaeniatus,Aimara,,,12737,(Spix & Agassiz 1829)
1381000101,HED,Hepsetus odoe,Kafue pike,,,12635,(Bloch 1794)
1381200115,PLL,Prochilodus lineatus,Streaked prochilod,Prochilode rayé,Sábalo rayado,2951,(Valenciennes 1836)
1381200120,PLR,Prochilodus reticulatus,Netted prochilod,Prochilode réticulé,Boquichico reticulado,2952,Valenciennes 1850
1381200130,QPN,Prochilodus nigricans,Black prochilodus,,,6816,Spix & Agassiz 1829
1381200131,QMR,Prochilodus mariae,,,Coporo,19887,Eigenmann 1922
1381200132,QMG,Prochilodus magdalenae,Magdalena River prochilodus,,Bocachico río Magdalena,20552,Steindachner 1879
13812001XX,PRL,Prochilodus spp,Prochilods nei,Prochilodes nca,Sábalos sudamericanos nep,2146,
1381200201,ICH,Ichthyoelephas humeralis,,,Bocachico,2147,(Günther 1860)
1381200501,PNL,Potamorhina laticeps,,,Manamana,14534,(Valenciennes 1850)
1381200701,PSZ,Psectrogaster amazonica,,,,14619,Eigenmann & Eigenmann 1889
1381200801,PDB,Pseudocurimata boulengeri,,,Dica,14657,(Eigenmann 1907)
1381200901,SKI,Semaprochilodus insignis,Kissing prochilodus,,,15241,(Jardine & Schomburgk 1841)
1381201401,CUU,Curimata cyprinoides,,,,11666,(Linnaeus 1766)
1381300101,AEB,Alestes baremoze,,,,10276,(Joannis 1835)
13813001XX,XAE,Alestes spp,,,,20410,
1381300601,BCE,Brycinus leuciscus,,,,10966,(Günther 1867)
1381300604,BZC,Brycinus nurse,Nurse tetra,,,19842,(Rüppell 1832)
1381301101,HCF,Hydrocynus forskahlii,Elongate tigerfish,,,12762,(Cuvier 1819)
1381400202,HWV,Hydrolycus scomberoides,Payara,,Payara,6801,(Cuvier 1819)
1381600701,XES,Xenocharax spilurus,,,,15998,Günther 1867
13816024XX,DSE,Distichodus spp,Grass-eaters nei,,,18709,
14001011XX,BUF,Ictiobus spp,Buffalofishes nei,Poissons-taureaux nca,,2954,
1400102901,CDO,Carpiodes carpio,River carpsucker,,,11148,(Rafinesque 1820)
14001XXXXX,CTM,Catostomidae,Suckers nei,Cyprins sucets nca,Chupadores nep,2953,
1400200102,FBM,Abramis brama,Freshwater bream,Brème d'eau douce,Brema común,2153,(Linnaeus 1758)
14002001XX,FBR,Abramis spp,Freshwater breams nei,Brèmes d'eau douce nca,Bremas nep,2956,
